,Manufacturer
5207,Seat
5208,Mercedes
5209,Nissan
5210,Mercedes
5211,Mazda
5212,Fiat
5213,Seat
5214,Skoda
5215,Toyota
5216,Saab
5217,Saab
5218,Audi
5219,Alfa-Romeo
5220,Datsun
5221,Suzuki
5222,Peugeot
5223,Lancia
5224,Daewoo
5225,Suzuki
5226,Morris
5227,Lada
5228,BMW
5229,Alfa-Romeo
5230,Kia
5231,Fiat
5232,Mercedes
5233,Rover
5234,Alfa-Romeo
5235,Alfa-Romeo
5236,Ssangyong
5237,Morris
5238,Honda
5239,Audi
5240,Fiat
5241,Ford
5242,Lotus
5243,Saab
5244,Triumph
5245,Porsche
5246,Nissan
5247,Mitsubishi
5248,Porsche
5249,Toyota
5250,Alfa-Romeo
5251,Mercedes
5252,Volvo
5253,Daihatsu
5254,Daimler
5255,Ford
5256,Lancia
5257,Skoda
5258,Lancia
5259,Subaru
5260,Volkswagen
5261,Skoda
5262,Audi
5263,BMW
5264,Daihatsu
5265,Opel
5266,Land-Rover
5267,Porsche
5268,Lotus
5269,Seat
5270,Daihatsu
5271,Renault
5272,BMW
5273,Daimler
5274,Chrysler
5275,Daimler
5276,Honda
5277,Suzuki
5278,Opel
5279,Mercedes
5280,Renault
5281,Ford
5282,Ford
5283,Ford
5284,Rover
5285,Volkswagen
5286,Nissan
5287,Volkswagen
5288,Ford
5289,Peugeot
5290,Ford
5291,BMW
5292,Renault
5293,Peugeot
5294,Ford
5295,Peugeot
5296,Honda
5297,Citroen
5298,Fiat
5299,Peugeot
5300,Peugeot
5301,Toyota
5302,Toyota
5303,Nissan
5304,Renault
5305,Citroen
5306,BMW
5307,Nissan
5308,Mazda
5309,Volvo
5310,Honda
5311,Volkswagen
5312,Audi
5313,Renault
5314,Fiat
5315,Land-Rover
5316,Mazda
5317,Citroen
5318,Renault
5319,Fiat
5320,Saab
5321,Renault
5322,Mercedes
5323,Seat
5324,Jaguar
5325,Skoda
5326,Renault
5327,Saab
5328,Volkswagen
5329,Fiat
5330,Mercedes
5331,Suzuki
5332,Ford
5333,Rover
5334,Audi
5335,Volvo
5336,Citroen
5337,Renault
5338,Skoda
5339,Lada
5340,Land-Rover
5341,Volkswagen
5342,Toyota
5343,Mercedes
5344,Nissan
5345,Renault
5346,Triumph
5347,Honda
5348,Mercedes
5349,Volvo
5350,Hyundai
5351,Volvo
5352,Toyota
5353,Land-Rover
5354,Daewoo
5355,Peugeot
5356,Toyota
5357,Hyundai
5358,Mitsubishi
5359,Honda
5360,Suzuki
5361,Ford
5362,Toyota
5363,BMW
5364,Fiat
5365,Hyundai
5366,Mitsubishi
5367,Peugeot
5368,Audi
5369,Volkswagen
5370,Renault
5371,Toyota
5372,Nissan
5373,Mazda
5374,Datsun
5375,Fiat
5376,Peugeot
5377,Kia
5378,Citroen
5379,Mitsubishi
5380,Ford
5381,Toyota
5382,Audi
5383,Ford
5384,Opel
5385,Subaru
5386,Suzuki
5387,Skoda
5388,Subaru
5389,Seat
5390,Ford
5391,Ford
5392,Renault
5393,Audi
5394,Mitsubishi
5395,Datsun
5396,Fiat
5397,Nissan
5398,Honda
5399,Volkswagen
5400,Toyota
5401,Daewoo
5402,Porsche
5403,Mazda
5404,Seat
5405,Subaru
5406,Porsche
5407,Nissan
5408,Fiat
5409,Alfa-Romeo
5410,Mazda
5411,Volkswagen
5412,Hyundai
5413,Mitsubishi
5414,Toyota
5415,Fiat
5416,Opel
5417,Peugeot
5418,Volvo
5419,Volvo
5420,Fiat
5421,Seat
5422,Renault
5423,Volvo
5424,Nissan
5425,Datsun
5426,Skoda
5427,Suzuki
5428,Alfa-Romeo
5429,Audi
5430,Volkswagen
5431,Nissan
5432,Honda
5433,Saab
5434,Morris
5435,Hyundai
5436,Suzuki
5437,Morris
5438,Mazda
5439,Audi
5440,Kia
5441,Chrysler
5442,Fiat
5443,Lancia
5444,Lada
5445,BMW
5446,BMW
5447,Rover
5448,Mazda
5449,Audi
5450,BMW
5451,Suzuki
5452,Nissan
5453,Mercedes
5454,Jaguar
5455,Mercedes
5456,Skoda
5457,Triumph
5458,Audi
5459,Nissan
5460,Ford
5461,Volkswagen
5462,Alfa-Romeo
5463,Volvo
5464,Kia
5465,Opel
5466,Porsche
5467,Peugeot
5468,Alfa-Romeo
5469,Toyota
5470,Lancia
5471,Daimler
5472,Daihatsu
5473,Mitsubishi
5474,Alfa-Romeo
5475,Ssangyong
5476,Alfa-Romeo
5477,Seat
5478,Lancia
5479,Seat
5480,Toyota
5481,Fiat
5482,Honda
5483,Mercedes
5484,Audi
5485,Renault
5486,BMW
5487,Renault
5488,Fiat
5489,Porsche
5490,Land-Rover
5491,Volkswagen
5492,Lotus
5493,Opel
5494,Peugeot
5495,Ford
5496,Lancia
5497,Daimler
5498,Opel
5499,Ford
5500,Fiat
5501,Audi
5502,Daimler
5503,Opel
5504,Mazda
5505,Daewoo
5506,Ford
5507,Ford
5508,Ford
5509,Rover
5510,Volkswagen
5511,Nissan
5512,Ford
5513,Volkswagen
5514,Peugeot
5515,BMW
5516,Ford
5517,Peugeot
5518,Ford
5519,Renault
5520,Fiat
5521,Peugeot
5522,Citroen
5523,Toyota
5524,Peugeot
5525,Honda
5526,Nissan
5527,Toyota
5528,Peugeot
5529,Renault
5530,Citroen
5531,Volvo
5532,BMW
5533,Mazda
5534,Honda
5535,Volkswagen
5536,Audi
5537,Nissan
5538,Renault
5539,Fiat
5540,Mazda
5541,Land-Rover
5542,Fiat
5543,Saab
5544,Mercedes
5545,Seat
5546,Renault
5547,Jaguar
5548,Ford
5549,Skoda
5550,Volkswagen
5551,Citroen
5552,Saab
5553,Renault
5554,Audi
5555,Renault
5556,Triumph
5557,Rover
5558,Lada
5559,Volkswagen
5560,Suzuki
5561,Land-Rover
5562,Volvo
5563,Fiat
5564,Mercedes
5565,Toyota
5566,Honda
5567,Mercedes
5568,Hyundai
5569,Renault
5570,Volvo
5571,Datsun
5572,Toyota
5573,Renault
5574,Peugeot
5575,Honda
5576,Toyota
5577,Mitsubishi
5578,Volvo
5579,BMW
5580,Land-Rover
5581,Volkswagen
5582,Suzuki
5583,Mercedes
5584,Mitsubishi
5585,Peugeot
5586,Toyota
5587,Nissan
5588,Skoda
5589,Renault
5590,Opel
5591,Fiat
5592,Hyundai
5593,Skoda
5594,Daewoo
5595,Datsun
5596,Kia
5597,Renault
5598,Citroen
5599,Mitsubishi
5600,Hyundai
5601,Audi
5602,Suzuki
5603,Nissan
5604,Toyota
5605,Mazda
5606,Audi
5607,Fiat
5608,Ford
5609,Subaru
5610,Subaru
5611,Toyota
5612,Audi
5613,Mitsubishi
5614,Seat
5615,Honda
5616,Ford
5617,Citroen
5618,Ford
5619,Toyota
5620,Porsche
5621,Opel
5622,Seat
5623,Datsun
5624,Hyundai
5625,Alfa-Romeo
5626,Toyota
5627,Volkswagen
5628,Peugeot
5629,Fiat
5630,Skoda
5631,Mazda
5632,Nissan
5633,Ford
5634,Volkswagen
5635,Morris
5636,Porsche
5637,Fiat
5638,Nissan
5639,Morris
5640,Fiat
5641,Peugeot
5642,Fiat
5643,Nissan
5644,Mazda
5645,Saab
5646,Volvo
5647,Daewoo
5648,Alfa-Romeo
5649,Subaru
5650,Nissan
5651,Renault
5652,Seat
5653,Rover
5654,Lancia
5655,Honda
5656,Fiat
5657,Suzuki
5658,Audi
5659,Lada
5660,Skoda
5661,Hyundai
5662,BMW
5663,Suzuki
5664,Mazda
5665,Audi
5666,Opel
5667,Suzuki
5668,Volkswagen
5669,Triumph
5670,Mazda
5671,Nissan
5672,BMW
5673,Kia
5674,Mitsubishi
5675,Nissan
5676,Renault
5677,Seat
5678,Mercedes
5679,Lancia
5680,Porsche
5681,Volkswagen
5682,Volkswagen
5683,Renault
5684,Daimler
5685,Mercedes
5686,Peugeot
5687,Daihatsu
5688,Audi
5689,Lancia
5690,Fiat
5691,Ford
5692,Audi
5693,Mitsubishi
5694,BMW
5695,Opel
5696,Opel
5697,Lancia
5698,Opel
5699,Chrysler
5700,Alfa-Romeo
5701,Alfa-Romeo
5702,Honda
5703,Ssangyong
5704,Porsche
5705,Toyota
5706,Kia
5707,Volvo
5708,Lotus
5709,Land-Rover
5710,Audi
5711,Toyota
5712,Mazda
5713,Jaguar
5714,Daimler
5715,Alfa-Romeo
5716,Peugeot
5717,Volvo
5718,Honda
5719,Daimler
5720,Alfa-Romeo
5721,Ford
5722,Ford
5723,Ford
5724,Rover
5725,Volkswagen
5726,Ford
5727,Nissan
5728,Peugeot
5729,Volkswagen
5730,Ford
5731,BMW
5732,Peugeot
5733,Fiat
5734,Peugeot
5735,Renault
5736,Citroen
5737,Toyota
5738,Nissan
5739,Ford
5740,Honda
5741,Peugeot
5742,Renault
5743,Toyota
5744,Mazda
5745,Volvo
5746,Honda
5747,Fiat
5748,BMW
5749,Citroen
5750,Volkswagen
5751,Renault
5752,Audi
5753,Peugeot
5754,Nissan
5755,Mazda
5756,Fiat
5757,Renault
5758,Ford
5759,Mercedes
5760,Saab
5761,Land-Rover
5762,Seat
5763,Skoda
5764,Volkswagen
5765,Triumph
5766,Jaguar
5767,Lada
5768,Renault
5769,Audi
5770,Saab
5771,Volkswagen
5772,Rover
5773,Datsun
5774,Land-Rover
5775,Citroen
5776,Mercedes
5777,Toyota
5778,Suzuki
5779,Renault
5780,Peugeot
5781,Honda
5782,Volvo
5783,Hyundai
5784,Toyota
5785,Honda
5786,Volvo
5787,Renault
5788,Toyota
5789,Volkswagen
5790,Fiat
5791,Datsun
5792,Renault
5793,Opel
5794,Mitsubishi
5795,Peugeot
5796,Skoda
5797,Renault
5798,BMW
5799,Mitsubishi
5800,Nissan
5801,Mercedes
5802,Suzuki
5803,Land-Rover
5804,Toyota
5805,Fiat
5806,Volvo
5807,Fiat
5808,Suzuki
5809,Kia
5810,Citroen
5811,Audi
5812,Mitsubishi
5813,Datsun
5814,Hyundai
5815,Mercedes
5816,Opel
5817,Audi
5818,Morris
5819,Subaru
5820,Mitsubishi
5821,Fiat
5822,Honda
5823,Toyota
5824,Skoda
5825,Subaru
5826,Hyundai
5827,Morris
5828,Alfa-Romeo
5829,Seat
5830,Porsche
5831,Toyota
5832,Toyota
5833,Mazda
5834,Seat
5835,Fiat
5836,Fiat
5837,Ford
5838,Nissan
5839,Volkswagen
5840,Saab
5841,Toyota
5842,Ford
5843,Volkswagen
5844,Ford
5845,Mazda
5846,Porsche
5847,Skoda
5848,Rover
5849,Hyundai
5850,Nissan
5851,Skoda
5852,Peugeot
5853,Lancia
5854,Audi
5855,Suzuki
5856,Mazda
5857,Alfa-Romeo
5858,Nissan
5859,Lada
5860,Volvo
5861,Opel
5862,Audi
5863,Daewoo
5864,Honda
5865,Nissan
5866,BMW
5867,Renault
5868,Volkswagen
5869,Renault
5870,Suzuki
5871,Hyundai
5872,Triumph
5873,Volkswagen
5874,Peugeot
5875,Subaru
5876,Nissan
5877,Fiat
5878,Seat
5879,Renault
5880,Seat
5881,Mazda
5882,Opel
5883,Lancia
5884,Porsche
5885,Opel
5886,Daimler
5887,Mazda
5888,Daihatsu
5889,Lancia
5890,Nissan
5891,Lancia
5892,Audi
5893,Toyota
5894,Opel
5895,Daewoo
5896,Audi
5897,BMW
5898,BMW
5899,Audi
5900,Honda
5901,Mazda
5902,Nissan
5903,Mercedes
5904,Audi
5905,Mitsubishi
5906,Porsche
5907,Kia
5908,Lotus
5909,Land-Rover
5910,Mercedes
5911,Ford
5912,Daimler
5913,Renault
5914,Honda
5915,Renault
5916,Alfa-Romeo
5917,Alfa-Romeo
5918,Ford
5919,Ford
5920,Ford
5921,Rover
5922,Ford
5923,Volkswagen
5924,Nissan
5925,Peugeot
5926,Volkswagen
5927,Ford
5928,BMW
5929,Fiat
5930,Peugeot
5931,Peugeot
5932,Toyota
5933,Nissan
5934,Citroen
5935,Renault
5936,Honda
5937,Fiat
5938,Renault
5939,Toyota
5940,Mazda
5941,Honda
5942,Peugeot
5943,Renault
5944,Volkswagen
5945,BMW
5946,Audi
5947,Volvo
5948,Ford
5949,Ford
5950,Citroen
5951,Mazda
5952,Renault
5953,Triumph
5954,Fiat
5955,Mercedes
5956,Saab
5957,Volkswagen
5958,Nissan
5959,Lada
5960,Datsun
5961,Peugeot
5962,Jaguar
5963,Seat
5964,Skoda
5965,Renault
5966,Audi
5967,Volkswagen
5968,Land-Rover
5969,Land-Rover
5970,Renault
5971,Peugeot
5972,Rover
5973,Saab
5974,Datsun
5975,Toyota
5976,Mercedes
5977,Hyundai
5978,Honda
5979,Renault
5980,Volkswagen
5981,Opel
5982,Skoda
5983,Toyota
5984,Suzuki
5985,Peugeot
5986,Toyota
5987,Honda
5988,Volvo
5989,Mitsubishi
5990,Volvo
5991,BMW
5992,Nissan
5993,Citroen
5994,Toyota
5995,Fiat
5996,Renault
5997,Datsun
5998,Mitsubishi
5999,Morris
6000,Opel
6001,Morris
6002,Suzuki
6003,Suzuki
6004,Audi
6005,Fiat
6006,Fiat
6007,Land-Rover
6008,Fiat
6009,Skoda
6010,Toyota
6011,Fiat
6012,Citroen
6013,Kia
6014,Hyundai
6015,Audi
6016,Mitsubishi
6017,Mitsubishi
6018,Honda
6019,Subaru
6020,Alfa-Romeo
6021,Porsche
6022,Seat
6023,Volvo
6024,Toyota
6025,Mercedes
6026,Hyundai
6027,Saab
6028,Renault
6029,Subaru
6030,Fiat
6031,Nissan
6032,Rover
6033,Skoda
6034,Mercedes
6035,Toyota
6036,Mazda
6037,Mazda
6038,Opel
6039,Audi
6040,Seat
6041,Lancia
6042,Porsche
6043,Renault
6044,Suzuki
6045,Volkswagen
6046,Volkswagen
6047,Fiat
6048,Peugeot
6049,Lada
6050,Volkswagen
6051,Nissan
6052,Ford
6053,Peugeot
6054,Volkswagen
6055,BMW
6056,Ford
6057,Triumph
6058,Honda
6059,Alfa-Romeo
6060,Mazda
6061,Opel
6062,Renault
6063,Suzuki
6064,Nissan
6065,Seat
6066,Nissan
6067,Volvo
6068,Hyundai
6069,Opel
6070,Toyota
6071,Lancia
6072,Lancia
6073,Renault
6074,Porsche
6075,Honda
6076,Ford
6077,Renault
6078,Daimler
6079,Opel
6080,Daihatsu
6081,Nissan
6082,Audi
6083,Renault
6084,Audi
6085,Mazda
6086,BMW
6087,Lada
6088,Lancia
6089,Mazda
6090,Peugeot
6091,Subaru
6092,Mazda
6093,Daimler
6094,Lotus
6095,Porsche
6096,Nissan
6097,Land-Rover
6098,Toyota
6099,Alfa-Romeo
6100,Honda
6101,Mitsubishi
